dataset,experience,label,file,score,burst,old_shortlist,new_shortlist,previous_judge_pick,new_reason,expression,interaction,gesture
Buffelsdrift,01_Meerkat_safari,rock hyrax (dassie),P9071775.JPG,-0.673,85,False,False,False,,0.006490631494671106,-0.029494889080524445,-0.0030466304160654545
Buffelsdrift,01_Meerkat_safari,rock hyrax (dassie),P9071534.JPG,-0.693,50,False,False,False,,0.029437392950057983,-0.015575590543448925,0.004221969284117222
Buffelsdrift,01_Meerkat_safari,rock hyrax (dassie),P9071777.JPG,-0.728,86,False,False,False,,-0.020173976197838783,-0.03968489170074463,-0.01529411319643259
Buffelsdrift,01_Meerkat_safari,rock hyrax (dassie),P9071768.JPG,-0.747,84,False,False,False,,0.023416925221681595,-0.01717854104936123,0.014706672169268131
Buffelsdrift,01_Meerkat_safari,rock hyrax (dassie),P9071778.JPG,-0.77,86,False,False,False,,-0.019165318459272385,-0.03883520886301994,-0.01233076211065054
Buffelsdrift,01_Meerkat_safari,rock hyrax (dassie),P9071671.JPG,-0.782,69,False,False,False,,0.011155589483678341,0.0009107636287808418,0.0039459457620978355
Buffelsdrift,01_Meerkat_safari,rock hyrax (dassie),P9071776.JPG,-0.793,86,False,False,False,,-0.02174658328294754,-0.03453236073255539,-0.013504164293408394
Buffelsdrift,01_Meerkat_safari,rock hyrax (dassie),P9071639.JPG,-0.822,64,False,False,False,,0.01950191706418991,-0.033329758793115616,-0.007694256026297808
Buffelsdrift,01_Meerkat_safari,rock hyrax (dassie),P9071740.JPG,-1.015,80,False,False,False,,0.01720726303756237,-0.013014458119869232,0.007077576592564583
Buffelsdrift,01_Meerkat_safari,rock hyrax (dassie),P9071537.JPG,-1.069,51,True,True,False,Exploration: visual novelty or signal uncertainty,0.0005086176097393036,-0.026659760624170303,0.002625564346089959
Buffelsdrift,01_Meerkat_safari,rock hyrax (dassie),P9071738.JPG,-1.337,79,False,False,False,,0.02267364040017128,-0.017625248059630394,0.0037069020327180624
Buffelsdrift,01_Meerkat_safari,rock hyrax (dassie),P9071757.JPG,-1.557,82,False,True,False,Burst representative,0.017907358705997467,-0.005838204640895128,0.00562110124155879
Buffelsdrift,01_Meerkat_safari,rock hyrax (dassie),P9071763.JPG,-1.563,83,True,False,False,,0.010930288583040237,-0.015543298795819283,0.002752775326371193
Buffelsdrift,01_Meerkat_safari,rock hyrax (dassie),P9071667.JPG,-1.602,67,False,False,False,,-0.005039595533162355,-0.037834860384464264,-0.006375682074576616
Buffelsdrift,01_Meerkat_safari,rock hyrax (dassie),P9071764.JPG,-1.618,83,False,False,False,,0.017356541007757187,-0.01872280240058899,0.0005129426717758179
Buffelsdrift,01_Meerkat_safari,rock hyrax (dassie),P9071750.JPG,-1.745,82,False,True,False,Burst pose alternative,0.0004716860130429268,-0.01322060264647007,0.002089862711727619
Buffelsdrift,01_Meerkat_safari,rock hyrax (dassie),P9071758.JPG,-1.751,82,False,True,False,Burst alternative: gesture,0.01045994646847248,-0.019034475088119507,0.00731583870947361
Buffelsdrift,01_Meerkat_safari,rock hyrax (dassie),P9071765.JPG,-1.794,83,False,True,False,Burst alternative: interaction,0.018294576555490494,-0.014899622648954391,0.002290360163897276
Buffelsdrift,01_Meerkat_safari,rock hyrax (dassie),P9071749.JPG,-1.795,82,False,True,False,Burst quality alternative,0.007417656015604734,-0.0072399466298520565,0.0019371812231838703
Buffelsdrift,01_Meerkat_safari,rock hyrax (dassie),P9071755.JPG,-1.814,82,False,False,False,,-0.0017022360116243362,-0.011242197826504707,0.0035387733951210976
Buffelsdrift,01_Meerkat_safari,rock hyrax (dassie),P9071753.JPG,-1.838,82,False,False,False,,-0.00031360331922769547,-0.019182123243808746,0.0038894973695278168
Buffelsdrift,01_Meerkat_safari,rock hyrax (dassie),P9071752.JPG,-1.845,82,False,False,False,,7.375609129667282e-05,-0.004442429635673761,0.006719630677253008
Buffelsdrift,01_Meerkat_safari,rock hyrax (dassie),P9071767.JPG,-1.862,83,False,False,False,,0.02046707645058632,-0.027984214946627617,-0.0012445859611034393
Buffelsdrift,01_Meerkat_safari,rock hyrax (dassie),P9071762.JPG,-1.885,83,False,False,False,,0.010125559754669666,-0.016943324357271194,0.0035767811350524426
Buffelsdrift,01_Meerkat_safari,rock hyrax (dassie),P9071748.JPG,-2.164,82,False,False,False,,-0.00918005220592022,-0.019791174679994583,0.0022437553852796555
Buffelsdrift,01_Meerkat_safari,rock hyrax (dassie),P9071756.JPG,-2.188,82,False,False,False,,0.00840297807008028,-0.012602398172020912,-0.0019993670284748077
Buffelsdrift,01_Meerkat_safari,rock hyrax (dassie),P9071754.JPG,-2.24,82,False,False,False,,0.0065728663466870785,-0.01907653547823429,0.004469466395676136
Buffelsdrift,01_Meerkat_safari,rock hyrax (dassie),P9071759.JPG,-2.25,82,False,False,False,,0.0062818340957164764,-0.01778232865035534,0.00457399245351553
Buffelsdrift,01_Meerkat_safari,rock hyrax (dassie),P9071751.JPG,-2.505,82,False,False,False,,0.0027361921966075897,-0.004647405818104744,0.003454434685409069
Buffelsdrift,01_Meerkat_safari,savanna grassland,P9071250.JPG,0.162,92,True,True,True,All distinct frames fit,-0.006010775454342365,-0.03587600588798523,0.004327843897044659
Buffelsdrift,01_Meerkat_safari,wildebeest,P9071855.JPG,1.001,93,True,True,True,All distinct frames fit,-0.0048046414740383625,-0.031696394085884094,-0.0027768281288444996
Buffelsdrift,02_Lion_feeding,lion,P9071959.JPG,2.809,21,True,True,True,Scene representative,0.04767265170812607,0.007816789671778679,0.014571566134691238
Buffelsdrift,02_Lion_feeding,lion,P9071954.JPG,2.54,21,True,True,False,Protected quality allocation,0.04471781104803085,0.012245887890458107,0.014080416411161423
Buffelsdrift,02_Lion_feeding,lion,P9071957.JPG,2.297,21,True,True,False,Protected quality allocation,0.0498359352350235,0.01592232659459114,0.017166873440146446
Buffelsdrift,02_Lion_feeding,lion,P9071886.JPG,2.293,3,True,True,True,Scene representative,0.034440815448760986,-2.5503337383270264e-05,0.014492510817945004
Buffelsdrift,02_Lion_feeding,lion,P9071925.JPG,2.231,13,True,True,False,Protected quality allocation,0.04136219620704651,-0.017676234245300293,0.014092963188886642
Buffelsdrift,02_Lion_feeding,lion,P9071953.JPG,2.099,21,True,True,False,Protected quality allocation,0.049598924815654755,-0.006168292835354805,0.006436716765165329
Buffelsdrift,02_Lion_feeding,lion,P9071956.JPG,2.052,21,True,True,False,Protected quality allocation,0.049931954592466354,0.002485949546098709,0.00869519542902708
Buffelsdrift,02_Lion_feeding,lion,P9071928.JPG,2.048,13,True,True,False,Protected quality allocation,0.025014784187078476,-0.015228120610117912,0.009902743622660637
Buffelsdrift,02_Lion_feeding,lion,P9071927.JPG,1.976,13,True,True,False,Protected quality allocation,0.02792666107416153,-0.010357854887843132,0.010098688304424286
Buffelsdrift,02_Lion_feeding,lion,P9071920.JPG,1.951,12,True,True,False,Protected quality allocation,0.02528584748506546,-0.017827633768320084,0.010202343575656414
Buffelsdrift,02_Lion_feeding,lion,P9071919.JPG,1.94,12,True,True,False,Protected quality allocation,0.0273368488997221,-0.019870946183800697,0.010979598388075829
Buffelsdrift,02_Lion_feeding,lion,P9071942.JPG,1.916,18,True,True,False,Protected quality allocation,0.025171540677547455,-0.022736363112926483,0.007836037315428257
Buffelsdrift,02_Lion_feeding,lion,P9071940.JPG,1.892,18,True,True,True,Independent distinctiveness nomination,0.02405969798564911,-0.025902681052684784,0.009075095877051353
Buffelsdrift,02_Lion_feeding,lion,P9071923.JPG,1.875,13,True,True,False,Protected quality allocation,0.02201111800968647,-0.010977933183312416,0.009997474029660225
Buffelsdrift,02_Lion_feeding,lion,P9071922.JPG,1.861,13,True,True,False,Protected quality allocation,0.020652510225772858,-0.014103537425398827,0.009196755476295948
Buffelsdrift,02_Lion_feeding,lion,P9071930.JPG,1.857,15,True,True,True,Protected quality allocation,0.03691410273313522,-0.016150860115885735,0.01654897816479206
Buffelsdrift,02_Lion_feeding,lion,P9071935.JPG,1.84,16,True,True,False,Protected quality allocation,0.03855567425489426,-0.018957212567329407,0.015611651353538036
Buffelsdrift,02_Lion_feeding,lion,P9071941.JPG,1.771,18,True,True,False,Protected quality allocation,0.027444208040833473,-0.022855913266539574,0.007023343816399574
Buffelsdrift,02_Lion_feeding,lion,P9072087.JPG,1.763,41,True,True,True,Scene representative,0.03559553623199463,0.011764179915189743,0.012632918544113636
Buffelsdrift,02_Lion_feeding,lion,P9071921.JPG,1.76,12,True,True,False,Protected quality allocation,0.024264607578516006,-0.016796883195638657,0.010097173973917961
Buffelsdrift,02_Lion_feeding,lion,P9071958.JPG,1.73,21,True,True,False,Protected quality allocation,0.046688012778759,0.0036189425736665726,0.012441816739737988
Buffelsdrift,02_Lion_feeding,lion,P9072086.JPG,1.714,41,True,True,False,Protected quality allocation,0.03108535334467888,0.011472061276435852,0.011966156773269176
Buffelsdrift,02_Lion_feeding,lion,P9071884.JPG,1.704,2,True,True,False,Independent composition nomination,0.021009430289268494,-0.02425372414290905,0.010791916400194168
Buffelsdrift,02_Lion_feeding,lion,P9071911.JPG,1.697,8,True,True,False,Protected quality allocation,0.03471824526786804,-0.004722440615296364,0.01859462261199951
Buffelsdrift,02_Lion_feeding,lion,P9071931.JPG,1.68,15,True,True,False,Protected quality allocation,0.035632744431495667,-0.014799123629927635,0.013569232076406479
Buffelsdrift,02_Lion_feeding,lion,P9071932.JPG,1.637,16,True,True,False,Protected quality allocation,0.036750953644514084,-0.01769195683300495,0.013845173642039299
Buffelsdrift,02_Lion_feeding,lion,P9071887.JPG,1.622,4,True,True,False,Protected quality allocation,0.021722368896007538,-0.0115616200491786,0.020851757377386093
Buffelsdrift,02_Lion_feeding,lion,P9071934.JPG,1.62,16,True,True,False,Protected quality allocation,0.03906651586294174,-0.018422339111566544,0.012777917087078094
Buffelsdrift,02_Lion_feeding,lion,P9072110.JPG,1.601,41,True,True,False,Protected quality allocation,0.033103059977293015,0.011600041761994362,0.015258967876434326
Buffelsdrift,02_Lion_feeding,lion,P9071879.JPG,1.568,0,True,True,False,Protected quality allocation,0.02272408828139305,-0.013630460947751999,0.018337339162826538
Buffelsdrift,02_Lion_feeding,lion,P9071952.JPG,1.558,21,True,True,False,Protected quality allocation,0.052646368741989136,-0.007274930365383625,0.0046486323699355125
Buffelsdrift,02_Lion_feeding,lion,P9072043.JPG,1.535,35,True,True,True,Protected quality allocation,0.02016015164554119,0.016428938135504723,0.011968135833740234
Buffelsdrift,02_Lion_feeding,lion,P9072085.JPG,1.535,41,True,True,False,Protected quality allocation,0.03159484267234802,0.017880532890558243,0.012613335624337196
Buffelsdrift,02_Lion_feeding,lion,P9071883.JPG,1.524,2,True,True,False,Protected quality allocation,0.019130177795886993,-0.026617245748639107,0.010499700903892517
Buffelsdrift,02_Lion_feeding,lion,P9072095.JPG,1.504,41,True,True,False,Protected quality allocation,0.036570463329553604,0.01353389397263527,0.014122789725661278
Buffelsdrift,02_Lion_feeding,lion,P9072107.JPG,1.499,41,True,True,False,Protected quality allocation,0.036690376698970795,0.013392923399806023,0.01428283005952835
Buffelsdrift,02_Lion_feeding,lion,P9071955.JPG,1.494,21,True,True,False,Protected quality allocation,0.047174058854579926,0.02020605467259884,0.01289375964552164
Buffelsdrift,02_Lion_feeding,lion,P9071875.JPG,1.457,0,True,True,False,Protected quality allocation,0.04859117791056633,-0.005144277587532997,0.012257766909897327
Buffelsdrift,02_Lion_feeding,lion,P9071933.JPG,1.455,16,True,True,False,Protected quality allocation,0.038418661803007126,-0.01824299991130829,0.013896510004997253
Buffelsdrift,02_Lion_feeding,lion,P9071878.JPG,1.451,0,True,True,False,Protected quality allocation,0.03319191560149193,-0.01479027047753334,0.021040787920355797
Buffelsdrift,02_Lion_feeding,lion,P9071926.JPG,1.413,13,True,True,False,Protected quality allocation,0.03560168296098709,-0.016519946977496147,0.013648588210344315
Buffelsdrift,02_Lion_feeding,lion,P9071901.JPG,1.407,6,True,True,False,Protected quality allocation,0.03702981770038605,-0.004263756796717644,0.016037069261074066
Buffelsdrift,02_Lion_feeding,lion,P9072088.JPG,1.399,41,True,True,False,Protected quality allocation,0.030102036893367767,0.01333712786436081,0.013374822214245796
Buffelsdrift,02_Lion_feeding,lion,P9071962.JPG,1.392,22,True,True,True,Protected quality allocation,0.035273902118206024,-0.01294373907148838,0.011121787130832672
Buffelsdrift,02_Lion_feeding,lion,P9071912.JPG,1.391,8,True,True,False,Protected quality allocation,0.03686608374118805,-0.0011659283190965652,0.01865706779062748
Buffelsdrift,02_Lion_feeding,lion,P9071880.JPG,1.389,0,True,True,False,Protected quality allocation,0.024946730583906174,-0.014921418391168118,0.019917432218790054
Buffelsdrift,02_Lion_feeding,lion,P9071885.JPG,1.379,3,True,True,False,Protected quality allocation,0.030001584440469742,-0.004356801509857178,0.017970271408557892
Buffelsdrift,02_Lion_feeding,lion,P9072034.JPG,1.378,31,True,True,False,Protected quality allocation,0.02604973316192627,-0.0029091238975524902,0.011094456538558006
Buffelsdrift,02_Lion_feeding,lion,P9071961.JPG,1.358,22,True,True,False,Protected quality allocation,0.034045301377773285,-0.02080998569726944,0.015834446996450424
Buffelsdrift,02_Lion_feeding,lion,P9071960.JPG,1.353,22,True,True,False,Protected quality allocation,0.03189440071582794,-0.019593464210629463,0.014367625117301941
Buffelsdrift,02_Lion_feeding,lion,P9071876.JPG,1.352,0,True,True,False,Protected quality allocation,0.055653851479291916,-0.0008887965232133865,0.01007047388702631
Buffelsdrift,02_Lion_feeding,lion,P9072106.JPG,1.347,41,False,True,False,Protected quality allocation,0.03372253105044365,0.009827369824051857,0.011565165594220161
Buffelsdrift,02_Lion_feeding,lion,P9071943.JPG,1.347,18,True,True,False,Protected quality allocation,0.0290459543466568,-0.019716434180736542,0.007328917272388935
Buffelsdrift,02_Lion_feeding,lion,P9071924.JPG,1.339,13,True,True,False,Protected quality allocation,0.01900114119052887,-0.016393762081861496,0.008543812669813633
Buffelsdrift,02_Lion_feeding,lion,P9072109.JPG,1.337,41,True,True,False,Protected quality allocation,0.03499656543135643,0.012016700580716133,0.011704503558576107
Buffelsdrift,02_Lion_feeding,lion,P9072104.JPG,1.336,41,True,True,False,Protected quality allocation,0.036745861172676086,0.013810059055685997,0.013268470764160156
Buffelsdrift,02_Lion_feeding,lion,P9072084.JPG,1.306,41,True,True,False,Protected quality allocation,0.030559290200471878,0.020473938435316086,0.010687455534934998
Buffelsdrift,02_Lion_feeding,lion,P9072044.JPG,1.271,35,True,True,False,Quality and visual coverage,0.020090805366635323,0.008487130515277386,0.014399709179997444
Buffelsdrift,02_Lion_feeding,lion,P9072045.JPG,1.266,35,True,True,False,Burst alternative: expression,0.026277685537934303,0.014317465014755726,0.0023430651053786278
Buffelsdrift,02_Lion_feeding,lion,P9071972.JPG,1.261,23,True,True,False,Burst representative,0.04336249828338623,0.0015201866626739502,0.017158357426524162
Buffelsdrift,02_Lion_feeding,lion,P9072105.JPG,1.255,41,False,False,False,,0.03470607474446297,0.010392555966973305,0.01147663313895464
Buffelsdrift,02_Lion_feeding,lion,P9071899.JPG,1.236,6,True,True,False,Quality and visual coverage,0.030790846794843674,-0.008487878367304802,0.015427116304636002
Buffelsdrift,02_Lion_feeding,lion,P9072063.JPG,1.236,37,True,True,True,Burst representative,0.017494911327958107,0.016440773382782936,0.012758801691234112
Buffelsdrift,02_Lion_feeding,lion,P9071944.JPG,1.233,18,True,True,False,Quality and visual coverage,0.020006727427244186,-0.02283157967031002,0.007130950223654509
Buffelsdrift,02_Lion_feeding,lion,P9072049.JPG,1.233,35,True,True,False,Quality and visual coverage,0.012077698484063148,0.01592862978577614,0.01081993617117405
Buffelsdrift,02_Lion_feeding,lion,P9072096.JPG,1.227,41,False,False,False,,0.033003658056259155,0.008908435702323914,0.014298247173428535
Buffelsdrift,02_Lion_feeding,lion,P9072000.JPG,1.211,28,True,True,True,Burst representative,0.023164430633187294,0.005011240020394325,0.005971238948404789
Buffelsdrift,02_Lion_feeding,lion,P9072094.JPG,1.205,41,False,False,False,,0.036357976496219635,0.01479422114789486,0.013362832367420197
Buffelsdrift,02_Lion_feeding,lion,P9072108.JPG,1.203,41,False,False,False,,0.036990489810705185,0.012533094733953476,0.01108231209218502
Buffelsdrift,02_Lion_feeding,lion,P9072113.JPG,1.202,42,True,True,True,Scene representative,0.031751371920108795,-0.007416673004627228,0.011461415328085423
Buffelsdrift,02_Lion_feeding,lion,P9072001.JPG,1.153,28,False,False,False,,0.02382805570960045,0.005030334927141666,0.00791260041296482
Buffelsdrift,02_Lion_feeding,lion,P9072042.JPG,1.149,35,True,True,False,Quality and visual coverage,0.01465249340981245,0.01225078385323286,0.011150525882840157
Buffelsdrift,02_Lion_feeding,lion,P9072103.JPG,1.146,41,False,False,False,,0.03637363389134407,0.013035083189606667,0.01401229202747345
Buffelsdrift,02_Lion_feeding,lion,P9072093.JPG,1.143,41,False,False,False,,0.034180257469415665,0.014842025935649872,0.01123543456196785
Buffelsdrift,02_Lion_feeding,lion,P9072046.JPG,1.141,35,True,True,False,Quality and visual coverage,0.01847784034907818,0.015142172574996948,0.007660610601305962
Buffelsdrift,02_Lion_feeding,lion,P9071900.JPG,1.14,6,False,False,False,,0.03472807630896568,-0.00629228912293911,0.017381053417921066
Buffelsdrift,02_Lion_feeding,lion,P9071973.JPG,1.135,23,False,True,False,Burst quality alternative,0.04039118066430092,-0.0010117068886756897,0.017383117228746414
Buffelsdrift,02_Lion_feeding,lion,P9072154.JPG,1.134,47,True,True,False,Burst representative,0.022769711911678314,-0.006574591621756554,0.006606069393455982
Buffelsdrift,02_Lion_feeding,lion,P9072089.JPG,1.107,41,True,False,False,,0.031330108642578125,0.013435604982078075,0.01074566226452589
Buffelsdrift,02_Lion_feeding,lion,P9072117.JPG,1.104,42,True,False,False,,0.031292229890823364,-0.004008590243756771,0.013152606785297394
Buffelsdrift,02_Lion_feeding,lion,P9072097.JPG,1.1,41,True,False,False,,0.033072613179683685,0.010530062019824982,0.013715595006942749
Buffelsdrift,02_Lion_feeding,lion,P9072012.JPG,1.092,29,True,True,False,Burst representative,0.026417620480060577,0.019951924681663513,0.007633579429239035
Buffelsdrift,02_Lion_feeding,lion,P9071898.JPG,1.076,6,False,False,False,,0.03252635896205902,-0.007398191839456558,0.01707536354660988
Buffelsdrift,02_Lion_feeding,lion,P9072102.JPG,1.065,41,True,False,False,,0.034091707319021225,0.014724276959896088,0.014970432035624981
Buffelsdrift,02_Lion_feeding,lion,P9071967.JPG,1.054,23,True,False,False,,0.02900061197578907,0.005377184599637985,0.01633075624704361
Buffelsdrift,02_Lion_feeding,lion,P9071877.JPG,1.041,0,True,True,False,Moment representative,0.031462378799915314,-0.008906476199626923,0.016942445188760757
Buffelsdrift,02_Lion_feeding,lion,P9072090.JPG,1.034,41,False,True,False,Quality and visual coverage,0.030933473259210587,0.010661501437425613,0.01158558763563633
Buffelsdrift,02_Lion_feeding,lion,P9072051.JPG,1.034,36,True,True,False,Burst representative,0.013626433908939362,0.023855984210968018,-0.0002241469919681549
Buffelsdrift,02_Lion_feeding,lion,P9072067.JPG,1.034,37,True,True,False,Burst pose alternative,0.02315908670425415,0.017085371538996696,0.0074973623268306255
Buffelsdrift,02_Lion_feeding,lion,P9072098.JPG,1.031,41,False,False,False,,0.036610763520002365,0.013255177065730095,0.011827051639556885
Buffelsdrift,02_Lion_feeding,lion,P9071882.JPG,1.028,1,True,True,False,Burst representative,0.02938218042254448,-0.015431825071573257,0.021175632253289223
Buffelsdrift,02_Lion_feeding,lion,P9072013.JPG,1.027,29,True,True,False,Burst quality alternative,0.022168327122926712,0.022406022995710373,0.004036975093185902
Buffelsdrift,02_Lion_feeding,lion,P9071888.JPG,1.024,4,True,True,False,Burst pose alternative,0.027316970750689507,-0.013639132492244244,0.014664309099316597
Buffelsdrift,02_Lion_feeding,lion,P9071975.JPG,1.018,23,False,False,False,,0.038047175854444504,0.0013100262731313705,0.015093265101313591
Buffelsdrift,02_Lion_feeding,lion,P9072092.JPG,1.014,41,False,False,False,,0.03284221887588501,0.011453228071331978,0.009426229633390903
Buffelsdrift,02_Lion_feeding,lion,P9071969.JPG,1.013,23,True,True,False,Burst alternative: interaction,0.03225783258676529,0.01293246727436781,0.006973723880946636
Buffelsdrift,02_Lion_feeding,lion,P9071999.JPG,0.994,28,False,False,False,,0.025344664230942726,0.002806386910378933,0.005589957814663649
Buffelsdrift,02_Lion_feeding,lion,P9071976.JPG,0.993,23,True,False,False,,0.03849948197603226,0.005274765193462372,0.015180438756942749
Buffelsdrift,02_Lion_feeding,lion,P9071974.JPG,0.988,23,False,False,False,,0.04273407533764839,0.001885887235403061,0.014949445612728596
Buffelsdrift,02_Lion_feeding,lion,P9072111.JPG,0.981,41,True,False,False,,0.029851999133825302,0.01027972437441349,0.014636076986789703
Buffelsdrift,02_Lion_feeding,lion,P9072112.JPG,0.974,42,True,False,False,,0.03297385573387146,-0.0056765200570225716,0.010768409818410873
Buffelsdrift,02_Lion_feeding,lion,P9072116.JPG,0.965,42,False,False,False,,0.03223905339837074,-0.007155165076255798,0.010546774603426456
Buffelsdrift,02_Lion_feeding,lion,P9071965.JPG,0.964,23,True,False,False,,0.03368312120437622,-0.001269761472940445,0.014058872126042843
Buffelsdrift,02_Lion_feeding,lion,P9071968.JPG,0.963,23,True,True,False,Quality and visual coverage,0.030847055837512016,0.00614171102643013,0.01686606928706169
Buffelsdrift,02_Lion_feeding,lion,P9072060.JPG,0.96,37,True,True,False,Quality and visual coverage,0.02127932943403721,0.017041239887475967,0.01320081390440464
Buffelsdrift,02_Lion_feeding,lion,P9072115.JPG,0.958,42,True,True,False,Burst alternative: interaction,0.029600782319903374,-0.0024277502670884132,0.010441720485687256
Buffelsdrift,02_Lion_feeding,lion,P9071963.JPG,0.951,23,True,True,False,Burst alternative: gesture,0.030746597796678543,-0.0011991672217845917,0.017781291157007217
Buffelsdrift,02_Lion_feeding,lion,P9071966.JPG,0.938,23,False,False,False,,0.039467841386795044,0.005499847233295441,0.015242875553667545
Buffelsdrift,02_Lion_feeding,lion,P9071910.JPG,0.936,7,True,True,False,Burst representative,0.03590400516986847,-0.01194884441792965,-0.0006399638950824738
Buffelsdrift,02_Lion_feeding,lion,P9072015.JPG,0.93,29,True,True,True,Burst alternative: gesture,0.02111726626753807,0.021147746592760086,0.017458833754062653
Buffelsdrift,02_Lion_feeding,lion,P9072083.JPG,0.919,41,False,False,False,,0.029819540679454803,0.014167812652885914,0.011702404357492924
Buffelsdrift,02_Lion_feeding,lion,P9071971.JPG,0.913,23,True,False,False,,0.029695887118577957,0.0010494701564311981,0.01492389291524887
Buffelsdrift,02_Lion_feeding,lion,P9071881.JPG,0.879,1,True,True,False,Quality and visual coverage,0.03147625923156738,-0.010075224563479424,0.023746024817228317
Buffelsdrift,02_Lion_feeding,lion,P9072152.JPG,0.874,47,True,True,False,Quality and visual coverage,0.02703305520117283,-0.009894595481455326,0.009190233424305916
Buffelsdrift,02_Lion_feeding,lion,P9072158.JPG,0.869,48,True,True,False,Burst representative,0.01605428010225296,0.01920265331864357,0.016987435519695282
Buffelsdrift,02_Lion_feeding,lion,P9072041.JPG,0.866,35,True,True,False,Quality and visual coverage,0.01774417608976364,0.013896530494093895,0.008868532255291939
Buffelsdrift,02_Lion_feeding,lion,P9072130.JPG,0.865,46,True,True,False,Burst representative,0.015780091285705566,0.010531553998589516,0.002119077369570732
Buffelsdrift,02_Lion_feeding,lion,P9071951.JPG,0.864,20,True,True,False,Burst representative,0.01168751623481512,0.011548417620360851,0.00906510092318058
Buffelsdrift,02_Lion_feeding,lion,P9072061.JPG,0.858,37,True,False,False,,0.02114141173660755,0.018621066585183144,0.011548062786459923
Buffelsdrift,02_Lion_feeding,lion,P9072099.JPG,0.85,41,False,False,False,,0.03637060895562172,0.014011546969413757,0.016116198152303696
Buffelsdrift,02_Lion_feeding,lion,P9071909.JPG,0.844,7,False,True,False,Burst alternative: interaction,0.03429466485977173,-0.00956621766090393,-0.0009446465410292149
Buffelsdrift,02_Lion_feeding,lion,P9072072.JPG,0.828,39,True,True,False,Burst representative,0.011206479743123055,0.019013598561286926,-0.0003581168130040169
Buffelsdrift,02_Lion_feeding,lion,P9071978.JPG,0.822,23,False,False,False,,0.03613466024398804,0.005213536322116852,0.014289998449385166
Buffelsdrift,02_Lion_feeding,lion,P9072050.JPG,0.817,36,False,False,False,,0.009505055844783783,0.019642435014247894,0.0020544114522635937
Buffelsdrift,02_Lion_feeding,lion,P9072037.JPG,0.805,32,True,True,False,Burst representative,0.011075334623456001,0.013011235743761063,0.0028478826861828566
Buffelsdrift,02_Lion_feeding,lion,P9072057.JPG,0.803,36,True,False,False,,0.026275666430592537,0.03625035285949707,0.008097108453512192
Buffelsdrift,02_Lion_feeding,lion,P9071908.JPG,0.79,7,False,False,False,,0.03566821292042732,-0.01626599393785,0.00021022744476795197
Buffelsdrift,02_Lion_feeding,lion,P9072048.JPG,0.787,35,True,True,False,Burst pose alternative,0.017359280958771706,0.006158299744129181,0.007932199165225029
Buffelsdrift,02_Lion_feeding,lion,P9071964.JPG,0.781,23,False,False,False,,0.027606450021266937,-0.005672711879014969,0.015293030999600887
Buffelsdrift,02_Lion_feeding,lion,P9071938.JPG,0.78,17,True,True,False,Burst representative,0.037839412689208984,-0.009387275204062462,0.005822999402880669
Buffelsdrift,02_Lion_feeding,lion,P9072016.JPG,0.78,29,True,True,False,Burst quality alternative,0.021079381927847862,0.024853896349668503,0.017167598009109497
Buffelsdrift,02_Lion_feeding,lion,P9072091.JPG,0.774,41,False,False,False,,0.03072919137775898,0.010127026587724686,0.014214897528290749
Buffelsdrift,02_Lion_feeding,lion,P9072153.JPG,0.773,47,False,False,False,,0.023172777146100998,-0.011802226305007935,0.008929872885346413
Buffelsdrift,02_Lion_feeding,lion,P9071936.JPG,0.763,17,True,False,False,,0.030295059084892273,-0.011918280273675919,0.003481759224087
Buffelsdrift,02_Lion_feeding,lion,P9071903.JPG,0.762,6,True,True,False,Burst alternative: interaction,0.03230114281177521,-0.003364991396665573,0.01712874509394169
Buffelsdrift,02_Lion_feeding,lion,P9072157.JPG,0.761,48,False,False,False,,0.017444541677832603,0.021298659965395927,0.015115713700652122
Buffelsdrift,02_Lion_feeding,lion,P9071894.JPG,0.76,4,True,False,False,,0.025722689926624298,-0.007514230906963348,0.01551517192274332
Buffelsdrift,02_Lion_feeding,lion,P9071970.JPG,0.751,23,False,True,False,Burst pose alternative,0.03287337347865105,-0.0017712786793708801,0.015774086117744446
Buffelsdrift,02_Lion_feeding,lion,P9072053.JPG,0.739,36,False,False,False,,0.00795222632586956,0.017080068588256836,-0.0019210288301110268
Buffelsdrift,02_Lion_feeding,lion,P9072009.JPG,0.731,29,True,True,False,Moment representative,0.017398249357938766,0.01453645434230566,0.015898138284683228
Buffelsdrift,02_Lion_feeding,lion,P9072039.JPG,0.727,34,True,True,False,Burst representative,0.022221639752388,0.002510683611035347,0.01144205592572689
Buffelsdrift,02_Lion_feeding,lion,P9071929.JPG,0.723,14,True,True,False,Moment representative,0.037550341337919235,-0.0004976987838745117,0.00513607170432806
Buffelsdrift,02_Lion_feeding,lion,P9072014.JPG,0.719,29,True,True,False,Moment representative,0.023315049707889557,0.023478347808122635,0.015684641897678375
Buffelsdrift,02_Lion_feeding,lion,P9072011.JPG,0.718,29,True,True,False,Moment representative,0.021729564294219017,0.015772677958011627,0.010223215445876122
Buffelsdrift,02_Lion_feeding,lion,P9071979.JPG,0.711,23,False,False,False,,0.033646583557128906,0.00629444420337677,0.016503125429153442
Buffelsdrift,02_Lion_feeding,lion,P9072010.JPG,0.709,29,True,True,False,Moment representative,0.020942412316799164,0.014172213152050972,0.01245400682091713
